=HEADER=GA=
[0.4617656024456773, 0.5990607970781336, 0.44395485033011356, 0.3943162694343978, 71]
[0.4241776287024901, 0.7330816824377345, 0.5033842793318899, 0.5250431705157725, 125]
[0.5997880055122891, 0.6462721899244326, 0.23090549744347125, 0.6682296855487012, 130]
[0.5997880055122891, 0.622805396229243, 0.23361305509908434, 0.6015199688363583, 130]
[0.5853943750328781, 0.6680555543169949, 0.31129888112036036, 0.6300813433522894, 130]
[0.5745485398305222, 0.6613255347457894, 0.27558572895124217, 0.698772916997859, 181]
[0.5709501322106695, 0.6734792710611923, 0.26190097471811163, 0.6632002687383984, 186]
[0.5847284354417799, 0.6529132370776863, 0.2597728412225748, 0.6725458259803849, 186]
[0.591617587057335, 0.6603693158815798, 0.2612154609367813, 0.6339049209442479, 186]
[0.6668927319878386, 0.6640973552835265, 0.2631901140248719, 0.6892719308559486, 186]
